loc,function_count,avg_function_length,max_function_length,cyclomatic_complexity,max_nesting_depth,total_issue_count,security_issue_count,duplication_ratio,dependency_risk_score,has_tests,structural_risk,security_risk,maintainability_risk,test_risk,overall_risk
41,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
145,2,0.0,0,8,0,0,0,0.27634660421545665,0.07,1,0.24,0.021,0.3258,0.0,0.1555
9,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
345,19,0.0,0,17,0,1,0,0.27634660421545665,0.07,1,0.55,0.021,0.5058,0.0,0.3
103,1,0.0,0,2,0,0,0,0.27634660421545665,0.07,1,0.06,0.021,0.2058,0.0,0.0685
55,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
79,5,0.0,0,4,0,0,0,0.27634660421545665,0.07,1,0.12,0.021,0.2458,0.0,0.0975
32,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
19,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
380,18,0.0,0,15,0,2,0,0.27634660421545665,0.07,1,0.53,0.021,0.4658,0.0,0.285
148,1,0.0,0,2,0,0,0,0.27634660421545665,0.07,1,0.06,0.021,0.2058,0.0,0.0685
59,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
271,14,0.0,0,14,0,0,0,0.27634660421545665,0.07,1,0.42,0.021,0.4458,0.0,0.2425
79,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
45,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
85,6,0.0,0,4,0,2,0,0.27634660421545665,0.07,1,0.2,0.021,0.2458,0.0,0.1255
19,1,0.0,0,1,0,1,0,0.27634660421545665,0.07,1,0.07,0.021,0.1858,0.0,0.068
24,1,0.0,0,1,0,2,0,0.27634660421545665,0.07,1,0.11,0.021,0.1858,0.0,0.082
29,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
16,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
9,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
95,1,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
14,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
35,1,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
21,1,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
27,1,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
66,2,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
164,23,0.0,0,2,0,1,0,0.27634660421545665,0.07,1,0.1,0.021,0.2058,0.0,0.0825
169,11,0.0,0,4,0,0,0,0.27634660421545665,0.07,1,0.12,0.021,0.2458,0.0,0.0975
393,25,0.0,0,10,0,3,0,0.27634660421545665,0.07,1,0.42,0.021,0.3658,0.0,0.2265
36,2,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
273,34,0.0,0,14,0,1,0,0.27634660421545665,0.07,1,0.46,0.021,0.4458,0.0,0.2565
145,19,0.0,0,6,0,1,0,0.27634660421545665,0.07,1,0.22,0.021,0.2858,0.0,0.1405
117,15,0.0,0,1,0,1,0,0.27634660421545665,0.07,1,0.07,0.021,0.1858,0.0,0.068
146,19,0.0,0,4,0,1,0,0.27634660421545665,0.07,1,0.16,0.021,0.2458,0.0,0.1115
71,2,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
257,19,0.0,0,2,0,2,0,0.27634660421545665,0.07,1,0.14,0.021,0.2058,0.0,0.0965
313,16,0.0,0,6,0,1,0,0.27634660421545665,0.07,1,0.22,0.021,0.2858,0.0,0.1405
437,29,0.0,0,7,0,2,0,0.27634660421545665,0.07,1,0.29,0.021,0.3058,0.0,0.169
518,28,0.0,0,9,0,1,0,0.27634660421545665,0.07,1,0.31,0.021,0.3458,0.0,0.184
250,20,0.0,0,6,0,1,0,0.27634660421545665,0.07,1,0.22,0.021,0.2858,0.0,0.1405
331,20,0.0,0,8,0,1,0,0.27634660421545665,0.07,1,0.28,0.021,0.3258,0.0,0.1695
298,26,0.0,0,5,0,2,0,0.27634660421545665,0.07,1,0.23,0.021,0.2658,0.0,0.14
16,2,0.0,0,2,0,0,0,0.27634660421545665,0.07,1,0.06,0.021,0.2058,0.0,0.0685
197,8,0.0,0,6,0,1,0,0.27634660421545665,0.07,1,0.22,0.021,0.2858,0.0,0.1405
178,8,0.0,0,5,0,0,0,0.27634660421545665,0.07,1,0.15,0.021,0.2658,0.0,0.112
167,14,0.0,0,2,0,0,0,0.27634660421545665,0.07,1,0.06,0.021,0.2058,0.0,0.0685
496,22,0.0,0,8,0,1,0,0.27634660421545665,0.07,1,0.28,0.021,0.3258,0.0,0.1695
162,16,0.0,0,2,0,1,0,0.27634660421545665,0.07,1,0.1,0.021,0.2058,0.0,0.0825
420,28,0.0,0,9,0,1,0,0.27634660421545665,0.07,1,0.31,0.021,0.3458,0.0,0.184
190,10,0.0,0,2,0,0,0,0.27634660421545665,0.07,1,0.06,0.021,0.2058,0.0,0.0685
317,16,0.0,0,3,0,1,0,0.27634660421545665,0.07,1,0.13,0.021,0.2258,0.0,0.097
364,30,0.0,0,11,0,1,0,0.27634660421545665,0.07,1,0.37,0.021,0.3858,0.0,0.213
398,29,0.0,0,6,0,1,0,0.27634660421545665,0.07,1,0.22,0.021,0.2858,0.0,0.1405
493,22,0.0,0,7,0,2,0,0.27634660421545665,0.07,1,0.29,0.021,0.3058,0.0,0.169
589,28,0.0,0,8,0,1,0,0.27634660421545665,0.07,1,0.28,0.021,0.3258,0.0,0.1695
112,7,0.0,0,3,0,2,0,0.27634660421545665,0.07,1,0.17,0.021,0.2258,0.0,0.111
263,21,0.0,0,8,0,1,0,0.27634660421545665,0.07,1,0.28,0.021,0.3258,0.0,0.1695
69,2,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
128,27,0.0,0,6,0,1,0,0.27634660421545665,0.07,1,0.22,0.021,0.2858,0.0,0.1405
118,20,0.0,0,6,0,1,0,0.27634660421545665,0.07,1,0.22,0.021,0.2858,0.0,0.1405
96,12,0.0,0,2,0,0,0,0.27634660421545665,0.07,1,0.06,0.021,0.2058,0.0,0.0685
87,14,0.0,0,1,0,1,0,0.27634660421545665,0.07,1,0.07,0.021,0.1858,0.0,0.068
78,17,0.0,0,3,0,1,0,0.27634660421545665,0.07,1,0.13,0.021,0.2258,0.0,0.097
68,22,0.0,0,5,0,1,0,0.27634660421545665,0.07,1,0.19,0.021,0.2658,0.0,0.126
15,0,0.0,0,1,0,0,0,0.27634660421545665,0.07,1,0.03,0.021,0.1858,0.0,0.054
107,14,0.0,0,3,0,0,0,0.27634660421545665,0.07,1,0.09,0.021,0.2258,0.0,0.083
281,32,0.0,0,9,0,1,0,0.27634660421545665,0.07,1,0.31,0.021,0.3458,0.0,0.184
243,33,0.0,0,4,0,1,0,0.27634660421545665,0.07,1,0.16,0.021,0.2458,0.0,0.1115
202,24,0.0,0,11,0,1,0,0.27634660421545665,0.07,1,0.37,0.021,0.3858,0.0,0.213
33,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
7,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
15,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
14,1,0.0,0,1,0,2,0,0.1092436974789916,0.14,1,0.11,0.042,0.0855,0.0,0.0682
22,3,0.0,0,1,0,2,0,0.1092436974789916,0.14,1,0.11,0.042,0.0855,0.0,0.0682
39,5,0.0,0,1,0,2,0,0.1092436974789916,0.14,1,0.11,0.042,0.0855,0.0,0.0682
35,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
38,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
36,5,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
53,6,0.0,0,2,0,0,0,0.1092436974789916,0.14,1,0.06,0.042,0.1055,0.0,0.0547
98,6,0.0,0,5,0,0,0,0.1092436974789916,0.14,1,0.15,0.042,0.1655,0.0,0.0982
127,6,0.0,0,5,0,0,0,0.1092436974789916,0.14,1,0.15,0.042,0.1655,0.0,0.0982
37,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
10,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
188,3,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
81,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
21,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
29,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
68,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
50,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
62,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
51,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
41,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
25,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
17,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
86,3,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
89,4,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
51,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
39,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
84,4,0.0,0,4,0,1,0,0.1092436974789916,0.14,1,0.16,0.042,0.1455,0.0,0.0977
25,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
9,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
203,23,0.0,0,2,0,1,0,0.1092436974789916,0.14,1,0.1,0.042,0.1055,0.0,0.0687
100,5,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
18,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
25,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
70,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
49,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
34,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
198,8,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
78,6,0.0,0,7,0,1,0,0.1092436974789916,0.14,1,0.25,0.042,0.2055,0.0,0.1412
17,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
43,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
118,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
34,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
20,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
58,3,0.0,0,1,0,1,0,0.1092436974789916,0.14,1,0.07,0.042,0.0855,0.0,0.0542
138,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
16,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
22,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
16,1,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
50,6,0.0,0,3,0,0,0,0.1092436974789916,0.14,1,0.09,0.042,0.1255,0.0,0.0692
13,0,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
34,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
60,2,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
63,3,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
71,2,0.0,0,2,0,0,0,0.1092436974789916,0.14,1,0.06,0.042,0.1055,0.0,0.0547
50,3,0.0,0,1,0,0,0,0.1092436974789916,0.14,1,0.03,0.042,0.0855,0.0,0.0402
29,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
7,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
33,1,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
10,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
20,9,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
18,1,0.0,0,2,0,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
16,1,0.0,0,2,0,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
7,2,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
7,2,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
7,2,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
18,8,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
7,2,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
7,3,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
333,28,0.0,0,6,0,1,0,0.4644982893565168,0.0,1,0.22,0.0,0.3987,0.0,0.1567
473,34,0.0,0,20,0,3,0,0.4644982893565168,0.0,1,0.72,0.0,0.6787,0.0,0.3877
230,9,0.0,0,6,0,1,0,0.4644982893565168,0.0,1,0.22,0.0,0.3987,0.0,0.1567
294,7,0.0,0,7,0,2,0,0.4644982893565168,0.0,1,0.29,0.0,0.4187,0.0,0.1852
267,7,0.0,0,5,0,1,0,0.4644982893565168,0.0,1,0.19,0.0,0.3787,0.0,0.1422
233,8,0.0,0,9,0,1,0,0.4644982893565168,0.0,1,0.31,0.0,0.4587,0.0,0.2002
651,41,0.0,0,8,0,4,0,0.4644982893565168,0.0,1,0.4,0.0,0.4387,0.0,0.2277
29,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
19,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
32,1,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
10,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
56,1,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
140,14,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
16,1,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
405,22,0.0,0,4,0,1,0,0.4644982893565168,0.0,1,0.16,0.0,0.3587,0.0,0.1277
201,12,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
71,1,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
138,2,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
325,9,0.0,0,4,0,0,0,0.4644982893565168,0.0,1,0.12,0.0,0.3587,0.0,0.1137
240,3,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
18,1,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
102,3,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
434,26,0.0,0,2,0,1,0,0.4644982893565168,0.0,1,0.1,0.0,0.3187,0.0,0.0987
273,5,0.0,0,3,0,0,0,0.4644982893565168,0.0,1,0.09,0.0,0.3387,0.0,0.0992
162,3,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
280,11,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
63,1,2.0,2,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
92,4,15.0,20,5,1,2,2,0.4644982893565168,0.0,1,0.23,0.28,0.3787,0.0,0.2402
21,1,9.0,9,2,1,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
17,1,8.0,8,3,1,0,0,0.4644982893565168,0.0,1,0.09,0.0,0.3387,0.0,0.0992
17,1,8.0,8,3,1,0,0,0.4644982893565168,0.0,1,0.09,0.0,0.3387,0.0,0.0992
122,6,12.333333333333334,26,8,1,0,0,0.4644982893565168,0.0,1,0.24,0.0,0.4387,0.0,0.1717
23,1,12.0,12,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
18,1,9.0,9,2,1,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
0,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
85,1,74.0,74,6,2,0,0,0.4644982893565168,0.0,1,0.18,0.0,0.3987,0.0,0.1427
51,1,42.0,42,5,2,0,0,0.4644982893565168,0.0,1,0.15,0.0,0.3787,0.0,0.1282
114,2,41.5,57,5,2,0,0,0.4644982893565168,0.0,1,0.15,0.0,0.3787,0.0,0.1282
13,1,8.0,8,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
29,1,11.0,11,2,1,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
49,1,35.0,35,2,1,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
70,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
33,1,22.0,22,3,1,0,0,0.4644982893565168,0.0,1,0.09,0.0,0.3387,0.0,0.0992
27,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
15,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
22,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
26,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
20,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
28,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
34,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
22,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
43,1,26.0,26,6,3,0,0,0.4644982893565168,0.0,1,0.18,0.0,0.3987,0.0,0.1427
186,1,169.0,169,8,4,0,0,0.4644982893565168,0.0,1,0.24,0.0,0.4387,0.0,0.1717
178,1,174.0,174,30,6,0,0,0.4644982893565168,0.0,1,0.6,0.0,0.6787,0.0,0.3457
23,1,19.0,19,5,2,1,0,0.4644982893565168,0.0,1,0.19,0.0,0.3787,0.0,0.1422
33,1,29.0,29,9,3,1,0,0.4644982893565168,0.0,1,0.31,0.0,0.4587,0.0,0.2002
21,1,16.0,16,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
116,2,54.5,97,15,3,2,0,0.4644982893565168,0.0,1,0.53,0.0,0.5787,0.0,0.3012
88,2,32.5,53,12,4,0,0,0.4644982893565168,0.0,1,0.36,0.0,0.5187,0.0,0.2297
35,1,26.0,26,4,1,0,0,0.4644982893565168,0.0,1,0.12,0.0,0.3587,0.0,0.1137
17,1,14.0,14,2,1,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
27,1,15.0,15,2,0,1,1,0.4644982893565168,0.0,1,0.1,0.14,0.3187,0.0,0.1407
63,1,61.0,61,8,2,0,0,0.4644982893565168,0.0,1,0.24,0.0,0.4387,0.0,0.1717
167,3,52.333333333333336,139,10,2,0,0,0.4644982893565168,0.0,1,0.3,0.0,0.4787,0.0,0.2007
39,3,9.0,12,2,1,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
51,3,13.0,17,2,1,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
155,3,44.666666666666664,70,7,1,0,0,0.4644982893565168,0.0,1,0.21,0.0,0.4187,0.0,0.1572
21,1,18.0,18,5,3,0,0,0.4644982893565168,0.0,1,0.15,0.0,0.3787,0.0,0.1282
48,2,19.5,35,3,1,0,0,0.4644982893565168,0.0,1,0.09,0.0,0.3387,0.0,0.0992
0,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
30,3,7.0,10,2,1,0,0,0.4644982893565168,0.0,1,0.06,0.0,0.3187,0.0,0.0847
0,0,0.0,0,1,0,0,0,0.4644982893565168,0.0,1,0.03,0.0,0.2987,0.0,0.0702
19,1,10.0,10,3,1,2,2,0.4644982893565168,0.0,1,0.17,0.28,0.3387,0.0,0.2112
10,1,4.0,4,1,0,1,1,0.4644982893565168,0.0,1,0.07,0.14,0.2987,0.0,0.1262
22,1,12.0,12,4,1,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
16,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
174,0,0.0,0,2,1,4,4,0.015060240963855422,0.0,0,0.22,0.56,0.049,0.1,0.2698
25,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
16,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
0,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
19,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
5,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
40,2,15.0,21,4,2,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
15,1,10.0,10,4,2,0,0,0.015060240963855422,0.0,0,0.12,0.0,0.089,0.2,0.0898
207,16,3.4375,14,9,3,1,1,0.015060240963855422,0.0,0,0.31,0.14,0.189,0.45,0.2558
725,33,19.303030303030305,70,103,4,7,5,0.015060240963855422,0.0,0,0.88,0.7,0.409,1.0,0.7498
26,1,20.0,20,12,5,0,0,0.015060240963855422,0.0,0,0.36,0.0,0.249,0.6,0.2658
223,14,3.5714285714285716,8,8,2,1,1,0.015060240963855422,0.0,0,0.28,0.14,0.169,0.4,0.2338
357,17,17.88235294117647,38,49,4,3,2,0.015060240963855422,0.0,0,0.72,0.28,0.409,1.0,0.5678
219,9,20.22222222222222,38,29,4,2,2,0.015060240963855422,0.0,0,0.68,0.28,0.409,1.0,0.5538
3,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
144,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
139,5,22.8,48,16,4,2,1,0.015060240963855422,0.0,0,0.56,0.14,0.329,0.8,0.4238
0,0,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
4435,340,0.0,0,348,0,2,0,0.015060240963855422,0.0,0,0.68,0.0,0.409,1.0,0.4698
1565,50,0.0,0,279,0,2,0,0.015060240963855422,0.0,0,0.68,0.0,0.409,1.0,0.4698
17,1,0.0,0,1,0,0,0,0.015060240963855422,0.0,0,0.03,0.0,0.029,0.05,0.0238
179,8,0.0,0,31,0,4,1,0.015060240963855422,0.0,0,0.76,0.14,0.409,1.0,0.5398
